,Functional grp name,SMARTS,Smiles
779,Sulfuric acid diamides,N[Sv6X4](=[OX1])(=[OX1])N,NS(N)(=O)=O
780,Sulfuryl halides,"[!#1!#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]",*S(*)(=O)=O
781,Sulfonic acid derivatives,[#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6],*S(C)(=O)=O
782,Sulfonic acids,"[#6][Sv6X4](=[OX1])(=[OX1])[OH1,O-]",*S(C)(=O)=O
783,Sulfonyl halides,"[#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]",*S(C)(=O)=O
784,Sulfones,"[#6][Sv6X4](=[OX1,SX1,NX2])(=[OX1,SX1,NX2])[#6]",*=S(=*)(C)C
785,Sulfinic acid derivatives,[#6][Sv4X3](=[OX1])[!#1!#6],*S(C)=O
786,Sulfinic acids,"[#6][Sv4X3](=[OX1])[OH1,O-]",*S(C)=O
787,Sulfinic acid esters,[#6][Sv4X3](=[OX1])[OX2][#6],COS(C)=O
788,Sulfinic acid halides,"[#6][Sv4X3](=[OX1])[F,Cl,Br,I]",*S(C)=O
789,Sulfinic acid amides,"[#6][Sv4X3](=[OX1])[NX3&!$([NX3][CX3]=[OX1,SX1,NX2])]",CS(N)=O
790,Sulfenic acid derivatives,[#6][Sv2X2][!#6!#1!S],*SC
791,Sulfenic acids,"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OH1]",CS[OH]
792,Sulfenic acid esters,"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OX2][#6]",COSC
793,Sulfenic acid halides,"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][F,Cl,Br,I]",*SC
794,Sulfenic acid amides,"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][NX3]([#6&!$([CX3]=[OX1,SX1,NX2])])[#6&!$([CX3]=[OX1,SX1,NX2])]",CSN(C)C
795,Alkylthiols,"[C&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]",C[SH]
796,Thiophenols,c[Sv2H1],c[SH]
797,Phosphoric acid derivatives,"[OX1]=[Pv5X4]([H,!#6!$([SX2])])([H,!#6!$([SX2])])[H,!#6!$([SX2])]",*P(*)(*)=O
798,Phosphoric acids,[OX1]=[Pv5X4]([OH1])([O])[O],OP(O)(=O)[OH]
799,Phosphoric acid esters,[OX1]=[Pv5X4]([OX2][#6])([!#6!$([SX2])])[!#6!$([SX2])],*P(*)(=O)OC
800,Phosphoric acid halides,"[OX1]=[Pv5X4]([F,Cl,Br,I])([!#6!$([SX2])])[!#6!$([SX2])]",*P(*)(*)=O
801,Phosphoric acid amides,[OX1]=[Pv5X4]([NX3])([!#6!$([SX2])])[!#6!$([SX2])],*P(*)(N)=O
802,Thiophosphoric acid derivatives,"[$([SX1]=[Pv5X4]([H,!#6])([H,!#6])[H,!#6]),$([OX1]=[Pv5X4]([SX2])([H,!#6])[H,!#6])]",*
803,Thiophosphoric acids,"[$([SX1]=[Pv5X4]([OH1,SH1])([O,S])[O,S]),$([OX1]=[Pv5X4]([SH1])([O,S])[O,S])]",*
804,Thiophosphoric acid esters,"[$([SX1]=[Pv5X4]([OX2,SX2][#6])([!#6])[!#6]),$([OX1]=[Pv5X4]([SX2][#6])([!#6])[!#6])]",*
805,Thiophosphoric acid halides,"[$([SX1]=[Pv5X4]([F,Cl,Br,I])([!#6])[!#6]),$([OX1]=[Pv5X4]([F,Cl,Br,I])([SX2,SH1])[!#6])]",*
806,Thiophosphoric acid amides,"[$([SX1]=[Pv5X4]([NX3])([!#6])[!#6]),$([OX1]=[Pv5X4]([NX3])([SX2,SH1])[!#6])]",*
807,Phosphonic acid derivatives,[OX1]=[Pv5X4]([#6])([!#6])[!#6],*P(*)(C)=O
808,Phosphonic acids,[OX1]=[Pv5X4]([#6])([OH1])O,CP(O)(=O)[OH]
809,Phosphonic acid esters,[OX1]=[Pv5X4]([#6])([OX2][#6])[!#6],*P(C)(=O)OC
810,Phosphines,[Pv3X3]([#6])([#6])[#6],CP(C)C
811,Phosphinoxides,[Pv5X4](=[OX1])([#6])([#6])[#6],CP(C)(C)=O
812,Boronic acid derivatives,[Bv3X3]([#6])([!#6])[!#6],*B(*)C
813,Boronic acids,"[BX3]([#6])([OH1,SH1])[O,S]",*B(*)C
814,Boronic acid esters,"[BX3]([#6])([OX2][#6])[H,!#6]",*B(C)OC
815,Aromatic compounds,[a!r0],*
816,Heterocyclic compounds,[*R]~[*R&!#6]~[*R],*~*~*
817,Aromatic heterocyclic compounds,[a!#6!r0],*
818,α-Aminoacids,"[OH1][CX3](=[OX1])[CX4]([#1,#6])([#1,#6])[NH2,$([NH1]([#6])[#6])&!$([NH1](CC(=O)[OH1])[CX3]=[OX1,SX1])]",*C(*)(*)C(=O)[OH]
819,α-Hydroxyacids,"[OH1][CX3](=[OX1])[CX4]([OH1])[#1,#6]",*C([OH])C(=O)[OH]
820,"1,2-Diamines","[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])[CX4][CX4][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])",*N(*)CCN(*)*
821,"1,2-Dithiols","[CX4]([SH1])([#1,#6])([#1,#6])[CX4]([SH1])([#1,#6])([#1,#6])",*C(*)([SH])C(*)(*)[SH]
822,"1,2-Aminothiols","[SH1][CX4][CX4][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])",*N(*)CC[SH]
823,α-Oxoacids,"[OH1][CX3](=[OX1])[CX3](=[OX1])[#1,#6]",*C(=O)C(=O)[OH]
824,"α, β-Unsaturated carboxylic acids",[OH1][CX3](=[OX1])[CX3]=[CX3],C=CC(=O)[OH]
825,Dithiophenols,"[$(c([SH1])c([SH1])),$(c([SH1])[aR1]c([SH1])),$(c1([SH1])aac([SH1])aa1)]",*
826,Aminothiophenols,"[$(c([SH1])c[NX3]([#1,#6])[#1,#6]),$(c([SH1])[aR1]c[NX3]([#1,#6])[#1,#6]),$(c1([SH1])aac([NX3]([#1,#6])[#1,#6])aa1)]",*
827,Aryl halides,"a[F,Cl,Br,I]",**
828,Primary amines,"[NX3H2][c,CX4&!$([CX4]([NH2])[O,N,S,P])]",*[NH2]
829,Secondary amines,"[NX3H1]([c,CX4&!$([CX4]([NX3H1])[O,S,N,P])])[c,CX4&!$([CX4]([NX3H1])[O,S,N,P])]",*[NH]*
830,Tertiary amines,"[NX3]([c,CX4&!$([CX4]([NX3])[O,S,N,P])])([c,CX4&!$([CX4]([NX3])[O,S,N,P])])[c,CX4&!$([CX4]([NX3])[O,S,N,P])]",*N(*)*
831,"Conjugated alkadienes (1,3-alkadienes)",[CX3]=[CX3][CX3]=[CX3],C=CC=C
832,"Unconjugated alkadienes (1,4-alkadienes)",[CX3]=[CX3][CX4][CX3]=[CX3],C=CCC=C
833,Alkynyl halides,"[F,Cl,Br,I][CX2]#[CX2]",*C#C
834,Benzyl halides,"a[CX4][F,Cl,Br,I]",*C*
835,Benzyl  fluorides,a[CX4]F,*CF
836,Benzyl  chlorides,a[CX4]Cl,*CCl
837,Benzyl bromides,a[CX4]Br,*CBr
838,Benzyl iodides,a[CX4]I,*CI
839,Alkali metals,"[#3,#11,#19,#37,#55,#87]",*
840,Alkaline earth metals,"[#4,#12,#20,#38,#56,#88]",*
841,Transition metals,"[#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#72,#73,#74,#75,#76,#77,#78,#79,#80,#104,#105,#106,#107,#108,#109,#110,#111,#112]",*
842,Lanthanoids,"[#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71]",*
843,Actinoids,"[#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100,#101,#102,#103]",*
844,Post-transition metals,"[#13,#31,#49,#50,#81,#82,#83,#113,#114,#115,#116]",*
845,Metalloids,"[#5,#14,#32,#33,#51,#52,#84]",*
846,Nonmetals,"[#1,#6,#7,#8,#15,#16,#34,#9,#17,#35,#53,#85,#117,#2,#10,#18,#36,#54,#86,#118]",*
847,Halogens,"[#9,#17,#35,#53,#85,#117]",*
848,Noble gases,"[#2,#10,#18,#36,#54,#86,#118]",*
849,Chalcogens (oxygen group),"[#8,#16,#34,#52,#84,#116]",*
850,Pnictogens (nitrogen group),"[#7,#15,#33,#51,#83]",*
851,Tetragens (carbon group),"[#6,#14,#32,#50,#8,#114]",*
852,Thioenolethers,"[CX3]([#1,#6])([#1,#6])=[CX3]([SX2][#6&!$([CX3]([OX2])=[OX1,SX1,NX2,C])])[#1,#6]",*C(*)=C(*)SC
853,Thioenols,"[CX3]([#1,#6])([#1,#6])=[CX3]([SH1])[#1,#6]",*C(*)=C(*)[SH]
854,Enethiodiols,"[CX3]([#1,#6])([SH1])=[CX3]([#1,#6])([SH1])",*C([SH])=C(*)[SH]
855,Alkynyl alcohols,[CX2]#[CX2][OH1],C#C[OH]
856,Alkynyl thiols,[CX2]#[CX2][SH1],C#C[SH]
857,Thioquinones,"[$([#6X3]1=,:[#6X3]-,:[#6X3](=[SX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])),$([#6X3]1(=[OX1])-,:[#6X3](=[OX1,SX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1)]",*
858,4halo_pyrimidine_2_6EWG,"n1c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[n;R1]c([F,Cl,Br,I])cc1([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])",*c1cc(*)nc(*)n1
859,phos_serine_warhead,NC(COP(O)(O)=O)C(O)=O,NC(COP(O)(O)=O)C(O)=O
860,phos_threonine_warhead,NC(C(C)OP(O)(O)=O)C(O)=O,CC(OP(O)(O)=O)C(N)C(O)=O
861,phos_tyrosine_warhead,NC(Cc1ccc(OP(O)(O)=O)cc1)C(O)=O,NC(Cc1ccc(OP(O)(O)=O)cc1)C(O)=O
862,sulphonyl_cyanide,S(=O)(=O)C#N,N#CS(=O)=O
863,trifluoroacetate_thioester,C(F)(F)(F)C(=O)S,O=C(S)C(F)(F)F
864,2halo_pyrazine_5EWG,"[n;R1]1c([F,Cl,Br,I])[c;!$(c-N)]nc([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c-N)]1",*c1cnc(*)cn1
865,activated_4mem_ring,"[#6]1~[$(C(=O)),$(S(=O))]~[O,S,N]~[$(C(=O)),$(S(=O))]1",*1~*~C*~1
866,halo_5heterocycle_bis_EWG,"[n,o,s]1c([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])c([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])nc1([Cl,Br,I])",*c1*c(*)c(*)n1
867,hydroxamate_warhead,C([N;H1]([O;D1]))=O,ONC=O
868,thiol_warhead,NC(C[S;D1])C(O)=O,NC(CS)C(O)=O
869,activated_vinyl_sulfonate,"O(-S(=O)(=O))C=[$(C(S(=O)(=O))),$(C(C(F)(F)(F))),$(C(C#N)),$(C(N(=O)(=O))),$(C([N+](=O)[O-])),$(C(C(=O)));!$(C(N))]",*=CO[SH](=O)=O
870,acyl_cyanide,C(=O)-C#N,N#CC=O
871,pentafluorophenylester,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),O=COc1c(F)c(F)c(F)c(F)c1F
872,vinyl_carbonyl_EWG,"[C;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])=[C;!R]([C;!R](=O))([!$([#8]);!$([#7])])",*C(*)=C(*)C=O
873,4halo_pyrimidine_5EWG,"n1c[n;R1]c([F,Cl,Br,I])[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])c1",*C1cncnc1*
874,alpha_halo_EWG,"[$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-])]-[CH,CH2]-[Cl,Br,I,$(O(S(=O)(=O)))]",***
875,2halo_pyrazine_3EWG,"[n;R1]1c([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])ncc1",*c1nccnc1*
876,boron_warhead,"[C,c]~[#5]",*~B
877,diamino_sulfide,"[N,n]~[S;!R;D2]~[N,n]",*~S~*
878,dicarbonyl_sulfonamide,"[$(N(-C(=O))(-C(=O))(-S(=O))),$(n([#6](=O))([#6](=O))([#16](=O)))]",*
879,acyl_imidazole,"[C;!$(C-N)](=O)n1[c;H1,$([#6]([*;!R]))]n[c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))]1",O=Cn1ccnc1
880,halo_phenolic_sulfonyl,"S(=O)Oc1c([Cl,F])[cH1,$(c[F,Cl])]c([F,Cl])[cH1,$(c[F,Cl])]c1([F,Cl])",*c1*c(*)c(OS=O)c(*)*1
881,oxaziridine,"C1~[O,S]~N1",*1~CN~1
882,sulf_D3_nitrogen,"[S;D3](-N)(-[c,C])(-[c,C])",*[SH](*)N
883,2halo_pyridine_3EWG,"[n;R1]1[c;!$(c=O)]([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c-N)]c[c;!$(c-N)]1",*c1cccnc1*
884,2halo_pyridine_5EWG,"[n;R1]1[c;!$(c=O)]([F,Cl,Br,I])c[c;!$(c-N)]c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c=O);!$(c-N)]1",*c1ccc(*)nc1
885,halo_olefin_bis_EWG,"C([Cl,Br,I,$(O(S(=O)(=O)))])=C([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])",*C=C(*)*
886,hyperval_sulfur,"[$([#16&D3]),$([#16&D4])]=,:[#6]",*=C
887,ortho_hydroiminoquinone,c1c([N;D1])c([N;D1])c[cH1][cH1]1,Nc1c[cH][cH]cc1N
888,keto_def_heterocycle,"[$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naaaa1),$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naa[n,s,o]1)]",*
889,trichloromethyl_ketone,[$(C(=O));!$(C-N);!$(C-O);!$(C-S)]C(Cl)(Cl)(Cl),*C(Cl)(Cl)Cl
890,phosphorus_phosphorus_bond,P~P,P~P
891,monofluoroacetate,"[C;H2](F)C(=O)[O,N,S]",*C(=O)CF
892,aryl_phosphonate,P(=O)-[O;!R]-a,*OP=O
893,cyanohydrin,"[C;X4](-[OH,NH1,NH2,SH])(-C#N)",*CC#N
894,activated_vinyl_ester,"O=COC=[$(C(S(=O)(=O))),$(C(C(F)(F)(F))),$(C(C#N)),$(C(N(=O)(=O))),$(C([N+](=O)[O-])),$(C(C(=O)));!$(C(N))]",*=COC=O
895,thio_hydroxamate,"[S;D2]([$(N(=C)),$(N(-S(=O)(=O))),$(N(-C(=O)))])",*S
896,halo_imino,"C(=[#7])([Cl,Br,I,$(O(S(=O)(=O)))])",*C=N
897,activated_acetylene,"[$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))]C#[C;!$(C-N);!$(C-n)]",*C#C
898,acyl_pyrazole,"[C;!$(C-N)](=O)n1n[c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))]1",O=Cn1cccn1
899,sulfonyl_heteroatom,"[!#6;!#1;!#11;!#19]O(S(=O)(=O)(-[C,c]))",*OS(*)(=O)=O
900,triamide,"[$(N(-C(=O))(-C(=O))(-C(=O))),$(n([#6](=O))([#6](=O))([#6](=O)))]",*
901,acyclic_imide,"[C,c][C;!R](=O)[N;!R][C;!R](=O)[C,c]",*C(=O)NC(*)=O
902,4halo_pyridine_3EWG,"[n;R1]1[c;!$(c=O);!$(c-N)][#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])c([F,Cl,Br,I])c[c;!$(c=O);!$(c-N)]1",*C1cnccc1*
903,acyl_123_triazole,"[#7;R1]1=,:[#7;R1]-,:[#7;R1](-C(=O))-,:[#6]=,:[#6]1",O=CN1C=CN=N1
904,alpha_dicarbonyl,C(=O)!@C(=O),O=C~C=O
905,trifluoroacetate_ester,C(F)(F)(F)C(=O)O,OC(=O)C(F)(F)F
906,perhalo_dicarbonyl_phenyl,"c1(C=O)c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c1(C=O)",*c1c(*)c(*)c(C=O)c(C=O)c1*
907,trinitromethane_derivative,"C([$([N+](=O)[O-]),$(N(=O)=O)])([$([N+](=O)[O-]),$(N(=O)=O)])([$([N+](=O)[O-]),$(N(=O)=O)])",*C(*)*
908,2halo_pyrimidine_5EWG,"[n;R1]1c([F,Cl,Br,I])ncc([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])c1",*c1cnc(*)nc1
909,aldehyde,"[C,c][C;H1](=O)",*C=O
910,alpha_halo_heteroatom_tert,"[N,n,O,S;!$(S(=O)(=O))]-C([Cl,Br,I,$(O(S(=O)(=O)))])(C)(C)",*C(*)(C)C
911,sulf_D2_nitrogen,[S;D2](-[N;!$(N(=C));!$(N(-S(=O)(=O)));!$(N(-C(=O)))]),NS
912,2halo_pyridazine_5EWG,"[n;R1]1c([F,Cl,Br,I])ccc([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])n1",*c1ccc(*)nn1
913,triflate,OS(=O)(=O)(C(F)(F)(F)),OS(=O)(=O)C(F)(F)F
914,flavanoid,O=C2CC(a3aaaaa3)Oa1aaaaa12,O=C1CC(*2:*:*:*:*:*:2)O*2:*:*:*:*:*:21
915,non_ring_acetal,"[O,N,S;!$(S~O)]!@[C;H1;X4]!@[O,N,S;!$(S~O)]",*~C~*
916,rhodanine,C(=C)1SC(=S)NC(=O)1,C=C1SC(=S)NC1=O
917,azide,"[$(N#[N+]-[N-]),$([N-]=[N+]=N)]",*
918,NO_phosphonate,P(=O)ON,NOP=O
919,azo_filter3,[N;!R]-[N;!R]-[N;!R],NNN
920,disulfonyliminoquinone,S(=O)(=O)N=C1C=CC(=NS(=O)(=O))C=C1,O=S(=O)N=C1C=CC(=NS(=O)=O)C=C1
921,perchloro_cp,C1(Cl)(Cl)C(Cl)C(Cl)=C(Cl)C1(Cl),ClC1C(Cl)=C(Cl)C(Cl)C1(Cl)Cl
922,hetero_silyl,[Si]~[!#6],*~[SiH4]
923,ortho_quinone,"[CH1,$(C(-[Cl,Br,I]))]1=CC(=[O,N,S;!R])C(=[O,N,S])C=[CH1,$(C(-[Cl,Br,I]))]1",*=C1C=**=CC1=*
924,meldrums_acid_deriv,O=C1OC(C)(C)OC(C1)=O,CC1(C)OC(=O)CC(=O)O1
925,sulfonyl_anhydride,"[$(C(=O)),$(S(=O)(=O))][O,S](S(=O)(=O))",**S(=O)=O
926,tertiary_halide_sulfate,"[C;X4](-[Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))])(-[c,C])(-[c,C])(-[c,C])",*C(*)(*)*
927,azo_filter4,a-N=N-[N;H2],*N=NN
928,trihalovinyl_heteroatom,"C(-[Cl,Br,I])(-[Cl,Br,I])=C(-[Cl,Br,I])(-[N,O,S])",*C(*)=C(*)*
929,sulf_D2_oxygen_D2,[S;D2][O;D2],OS
930,acyl_activated_NO,"O=C(-[!N])O[$([#7;+]),$(N(C=[O,S,N])(C=[O,S,N]))]",*OC(*)=O
931,azo_filter2,[N;!$(N-S(=O)(=O));!$(N-C=O)]-[N;!r3;!$(N-S(=O)(=O));!$(N-C=O)]-[N;!$(N-S(=O)(=O));!$(N-C=O)],NNN
932,para_hydroquinone,"a1[cH1]c([O,S;D1])[cH1]ac([O,S;D1])1",*c1*[cH]c(*)[cH]*1
933,oxime,[$(C=N[O;D1]);!$(C=[N+])][#6][#6],*CC
934,non_ring_CH2O_acetal,"[O,N,S;!$(S~O)]!@[CH2]!@[O,S,N;!$(S~O)]",*~[CH2]~*
935,hydrazine,[N;X3;!$(N-S(=O)(=O));!$(N-C(F)(F)(F));!$(N-C#N);!$(N-C(=O));!$(N-C(=S));!$(N-C(=N))]-[N;X3;!$(N-S(=O)(=O));!$(N-C(F)(F)(F));!$(N-C#N);!$(N-C(=O));!$(N-C(=S));!$(N-C(=N))],NN
936,isonitrile,[N+]#[C-],[C-]#[NH+]
937,sulfite_sulfate_ester,"[C,c]OS(=O)O[C,c]",*OS(=O)O*
938,aziridine_diazirine,"[C,N]1~[C,N]~N~1",*1~*~N~1
939,gte_3_COOH,C(=O)[O;D1].C(=O)[O;D1].C(=O)[O;D1],OC=O.OC=O.OC=O
940,acyl_134_triazole,"[#7]1=,:[#6]-,:[#7](-C(=O)[H,!N])-,:[#6]=,:[#7]1",*C(=O)N1C=NN=C1
941,trifluoromethyl_ketone,[$(C(=O));!$(C-N);!$(C-O);!$(C-S)]C(F)(F)(F),*C(F)(F)F
942,para_nitrophenyl_ester,"c1(-O(-[C;!R](-[H,!N])(=[O,N;!R])))ccc([$(N(=O)(=O)),$([N+](=O)[O-])])cc1",*C(=*)Oc1ccc(*)cc1
943,phosphorus_sulfur_bond,P~S,P~S
944,polyene,C=[C;!R][C;!R]=[C;!R][C;!R]=[C;!R],C=CC=CC=C
945,thiocarbonate,"SC(=O)[O,S]",*C(=O)S
946,azo_amino,[N]=[N;!R]-[N],N=NN
947,secondary_halide_sulfate,"[CH;!$(C=C)][Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))]",*C
948,nitrone,[C;!R]=[N+][O;D1],C=[N+]O
949,trisub_bis_act_olefin,"[CH&!R;!$(C-N)]=C([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])",*C(*)=C
950,anhydride,"[$(C(=O)),$(C(=S))]-[O,S]-[$(C(=O)),$(C(=S)),$(C(=[N;!R])),$(C(=N(-[C;X4])))]",***
951,non_ring_ketal,"[O,N,S;!$(S~O)]!@[C;H0;X4](!@[O,N,S;!$(S~O)])(C)",*~C(~*)C
952,triaryl_phosphine_oxide,P(=O)(a)(a)(a),*P(*)(*)=O
953,betalactam_EWG,"C1(=O)~[#6]~[#6]N1([$(S(=O)(=O)[C,c,O&D2]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)[C,c,O&D2])])",*N1C~C~C1=O
954,HOBT_ester,"O=C(-[!N])O[$(nnn),$([#7]-[#7]=[#7])]",*OC(*)=O
955,alpha_halo_amine,"[F,Cl,Br,I,$(O(S(=O)(=O)))]-[CH,CH2;!$(C(F)F)]-[N,n]",***
956,sulfonium,[S+;X3;$(S-C);!$(S-[O;D1])],S
957,azo_filter1,[N;!R]=[N;!R]-[N]=[*],*=NN=N
958,CH2_S#O_3_ring,"[CH2]1[O,S]C1",*1C[CH2]1
959,polysulfide,[S;D2]-[S;D2]-[S;D2],SSS
960,acrylate,[CH2]=[C;!$(C-N);!$(C-O)]C(=O),C=CC=O
961,four_nitriles,C#N.C#N.C#N.C#N,C#N.C#N.C#N.C#N
962,primary_halide_sulfate,"[CH2][Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))]",*[CH2]
963,para_quinone,"[CH1,$(C(-[Cl,Br,I]))]1=[CH1,$(C(-[Cl,Br,I]))]C(=[O,N,S])[CH1,$(C(-[Cl,Br,I]))]=[CH1,$(C(-[Cl,Br,I]))]C1(=[O,N,S])",*=C1*=*C(=*)*=*1
964,phosphorane,C=P,C=P
965,activated_S#O_3_ring,"C1~[O,S]~[C,N,O,S]1[a,N,O,S]",**1C~*~1
966,thioester,"[S;!R;H0]C(=[S,O;!R])([!O;!S;!N])",*C(=*)S
967,gte_7_aliphatic_OH,C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1],CO.CO.CO.CO.CO.CO.CO
968,bis_activated_aryl_ester,"O=[C,S]Oc1aaa([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1",**1:*:*c(O*=O)*(*):*:1
969,ortho_nitrophenyl_carbonyl,"c1(-O-[C;!R](=[O,N;!R]))c([$(N(=O)(=O)),$([N+](=O)[O-])])cccc1",*c1ccccc1OC=*
970,gte_2_free_phos,P([O;D1])=O.P([O;D1])=O,OP=O.OP=O
971,benzidine_like,c([N;!+])1ccc(c2ccc([N;!+])cc2)cc1,Nc1ccc(c2ccc(N)cc2)cc1
972,activated_azo,"[N;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])=[N;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])",*N=N*
973,quat_N_acyl,"[N,n;+]!@C(=O)",*~C=O
974,aryl_thiocarbonyl,a-[S;X2;!R]-[C;!R](=O),*SC=O
975,hydrazothiourea,[N;!R]=NC(=S)N,NC(=S)N=N
976,nitrosamine,N-[N;X2](=O),NN=O
977,halo_phenolic_carbonyl,"C(=O)Oc1c([Cl,F])[cH1,$(c[F,Cl])]c([F,Cl])[cH1,$(c[F,Cl])]c1([F,Cl])",*c1*c(*)c(OC=O)c(*)*1
978,gte_8_CF2_or_CH2,"[CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0]",********
979,diazo_carbonyl,"[$(N=N=C~C=O),$(N#N-C~C=O)]",*
980,2halo_pyridazine_3EWG,"[n;R1]1c([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])ccn1",*c1ccnnc1*
981,gte_10_carbon_sb_chain,[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R],CCCCCCCCCC
982,beta_lactone,"[#6,#15,#16]1(=O)~[#6]~[#6]~[#8,#16]1",O=*1*~C~C~1
