,Len,Functional grp name,SMARTS,Smiles,Validity
1109,26,Dye 4,c12ccccc1C(=O)c3ccccc3C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Valid
1110,28,Dye 8,c12cccc(C(=O)N(-&!@C)C(=O)3)c2c3ccc1,CN1C(=O)c2cccc3cccc(c23)C1=O,Valid
1111,8,Propiolactone,C1(=O)OCC1,O=C1CCO1,Valid
1112,8,b-Lactam,N1CCC1=O,O=C1CCN1,Valid
1113,14,Cycloheximide,O=C1CCCC(N1)=O,O=C1CCCC(=O)N1,Valid
1114,25,Saponin,O1CCCCC1OC2CCC3CCCCC3C2,C1CCC(OC2CCC3CCCCC3C2)OC1,Valid
1115,17,Monensin,O1CCCCC1C2CCCO2,C1CCC(C2CCCO2)OC1,Valid
1116,14,Squalestatin,C12OCCC(O1)CC2,C1CC2CCC(O1)O2,Valid
1117,57,Cyanidin,[OH]c1cc([OH])cc2=[O+]C(=C([OH])Cc21)c3cc([OH])c([OH])cc3,[OH]C1=C(c2ccc([OH])c([OH])c2)[O+]=c2cc([OH])cc([OH])c2C1,Valid
1118,15,Cytochalasin,O=C1NCC2CCCCC21,O=C1NCC2CCCCC21,Valid
1119,28,"2,2-Dimethyl_4,5-dicarboxy_dithiole",C1(C)(C)SC(C(=O)O)=C(C(=O)O)S1,CC1(C)SC(C(O)=O)=C(C(O)=O)S1,Valid
1120,17,"2,3,4_trihydroxyphenyl",c([OH])c([OH])c([OH]),[OH]cc([OH])c[OH],Valid
1121,18,"2,3,5_trihydroxyphenyl",c([OH])c([OH])cc([OH]),[OH]ccc([OH])c[OH],Valid
1122,7,Acid_anhydrides,C(=O)OC(=O),O=COC=O,Valid
1123,20,Acridine,c1c2cc4ccccc4nc2ccc1,c1ccc2nc3ccccc3cc2c1,Valid
1124,6,Acyl_cyanide,C(=O)-C#N,N#CC=O,Valid
1125,19,Aliphatic_triflate,COS(=O)(=O)C(F)(F)F,COS(=O)(=O)C(F)(F)F,Valid
1126,12,Alkylenamine,"[C;H1$(C([#6;!$(C=O)])),H0$(C([#6;!$(C=O)])[#6;!$(C=O)])]=[CH1]!@N([#6;!$(C(=O))])[#6;!$(C(=O))]",CN(C)~[CH]=C,Valid
1127,28,Amino_naphtalimide,c1(N)ccc(C(=O)NC3(=O))c(c3ccc2)c21,Nc1ccc2c3c(cccc13)C(=O)NC2=O,Valid
1128,4,Aminonitrile,NC#N,NC#N,Valid
1129,13,Azanitrone,N=[N+]([O-])C,C[N+](=N)[O-],Valid
1130,7,Azoalkanals,[N;R0]=[N;R0]CC=O,N=NCC=O,Valid
1131,21,Azobenzene,c1ccccc1[N!r]=[N!r]c2ccccc2,c1ccc(N=Nc2ccccc2)cc1,Valid
1132,14,Biotin_analogue,C12C(NC(N1)=O)CSC2,O=C1NC2CSCC2N1,Valid
1133,14,Crown_ether_12cro4,O1CCOCCOCCOCC1,C1COCCOCCOCCO1,Valid
1134,17,Crown_ether_15cro5,O1CCOCCOCCOCCOCC1,C1COCCOCCOCCOCCO1,Valid
1135,20,Crown_ether_16cro6,O1CCOCCOCCOCCOCCOCC1,C1COCCOCCOCCOCCOCCO1,Valid
1136,7,Crown_ethers,[O;R1][C;R1][C;R1][O;R1][C;R1][C;R1][O;R1],OCCOCCO,Valid
1137,19,Di_and_triphosphates,P(=O)([OH])OP(=O)[OH],O=P([OH])OP(=O)[OH],Valid
1138,6,Diacetylene,C#CC#C,C#CC#C,Valid
1139,11,Diazoalkane,C=[N+]=[N-],C=[N+]=[N-],Valid
1140,7,Diazonium_salt,[N+]#N,N#[NH+],Valid
1141,15,Diene,C!@=[CH1]-C!@=[CH1]-[CX3](=O),C~[CH]C~[CH]C=O,Valid
1142,7,Dithiocarbamate,NC(=S)S,NC(S)=S,Valid
1143,10,Dithiole-2-thione,S1SC=CC1=S,S=C1C=CSS1,Valid
1144,10,Dithiole-3-thione,S1C=CSC1=C,C=C1SC=CS1,Valid
1145,3,Dithiomethylene_acetal,S[C;!$(C=*)]S,SCS,Valid
1146,6,Enyne,C=!@CC#C,C#CC=C,Valid
1147,7,Ester_of_HOBT,C(=O)Onnn,nnnOC=O,Valid
1148,30,Fluorescein,c1cc(O)cc(OC(=CC(=O)C=C3)C3=C2)c12,Oc1ccc2c(c1)OC1=CC(=O)C=CC1=C2,Valid
1149,8,Fluorinated_carbon_1,C(C(CF)F)F,FCC(F)CF,Valid
1150,10,Fluorinated_carbon_2,C(C(F)F)(F)F,FC(F)C(F)F,Valid
1151,8,Four_member_lactones,C1(=O)OCC1,O=C1CCO1,Valid
1152,3,Geminal_amines,[NH1;!r][CX4][NH1;!r],NCN,Valid
1153,7,Geminal_dinitriles,N#CCC#N,N#CCC#N,Valid
1154,14,Imidazolium,c1[n+]([#6])ccn1([#6]),Cn1cc[n+](C)c1,Valid
1155,7,Lawesson_reagent_derivatives,P(=S)(S)S,SP(S)=S,Valid
1156,4,Nitrosamine,N-[N;X2](=O),NN=O,Valid
1157,8,N-oxide_aliphatic,[N+!$(N=O)][O-X1],[N+][O-],Valid
1158,3,N-S (not sulfonamides),[#6][S!$(S(~[OD1])~[OD1])][N;H0],CSN,Valid
1159,9,Orthoester,C(O)(O)[OH],OC(O)[OH],Valid
1160,20,O-tertbutylphenol,c1c([OH1])c(C(C)(C)C)ccc1,CC(C)(C)c1ccccc1[OH],Valid
1161,13,Oxobenzothiepine,C1(=O)C=CCSC=C1,O=C1C=CCSC=C1,Valid
1162,3,PCP,PCP,PCP,Valid
1163,25,Pentafluorophenyl_esters,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),O=COc1c(F)c(F)c(F)c(F)c1F,Valid
1164,26,Phenanthrene,c12cccc3c1c4c(cc3)cccc4cc2,c1cc2ccc3cccc4ccc(c1)c2c34,Valid
1165,13,Phenylester,C(=O)!@Oc1ccccc1,O=C~Oc1ccccc1,Valid
1166,12,Phosphonate_esters,[#6]P(=O)(~O)O[#6],COP(C)(=O)~O,Valid
1167,10,Phosphoramides,NP(=O)(N)N,NP(N)(N)=O,Valid
1168,12,Polyenes,C=CC=CC=CC=C,C=CC=CC=CC=C,Valid
1169,11,Polyene_chain_between_aromatics,cC=CC=CC=Cc,cC=CC=CC=Cc,Valid
1170,8,Polyines,CC#CC#CC,CC#CC#CC,Valid
1171,20,Polynuclear_aromatic_1,c1cccc(cc(cccc2)c2c3)c13,c1ccc2cc3ccccc3cc2c1,Valid
1172,22,Polynuclear_aromatic_2,c1cccc(c(cccc2)c2cc3)c13,c1ccc2c(c1)ccc1ccccc12,Valid
1173,26,Pyrene_fragments,c1c2cccc3c2c4c(cc3)cccc4c1,c1cc2ccc3cccc4ccc(c1)c2c34,Valid
1174,11,Pyrylium,c1ccc[o+]c1,c1cc[o+]cc1,Valid
1175,3,S=N (not_ring),[S;R0]=[N;R0],N=S,Valid
1176,9,Sulfonate_ester,O=[SX4](=O)OC,COS(=O)=O,Valid
1177,10,Sulfonyl_cyanide,S(=O)(=O)C#N,N#CS(=O)=O,Valid
1178,3,Sulphur_nitrogen_single_bond,[SX2H0]!@[N],N~S,Valid
1179,9,Tetraazinane,C1NNC=NN1,C1NNC=NN1,Valid
1180,14,Thiophosphothionate,"P(=S)(-[S;H1,H0$(S(P)C)])(-[O;H1,H0$(O(P)C)])(-N(C)C)",CN(C)P(O)(=S)S,Valid
1181,15,Triazole,c1cnnn1!@C!@[NH1][#6],C[NH]~C~n1ccnn1,Valid
1182,29,Triphenyl_boranyl,B(c1ccccc1)(c2ccccc2)c3ccccc3,c1ccc(B(c2ccccc2)c2ccccc2)cc1,Valid
1183,32,Triphenyl_silyl,[Si](c1ccccc1)(c2ccccc2)(c3ccccc3),c1ccc([Si](c2ccccc2)c2ccccc2)cc1,Valid
1184,17,Vinyl_sulphone,"[#6][CH1]!@=[CH1][S;H1,H0$(S(C)C)](=O)(=O)",C[CH]~[CH]S(=O)=O,Valid
1185,11,Sulphates,[#6]S(=O)(=O)O,CS(O)(=O)=O,Valid
1186,14,Tropone,C1C(=O)C=CC=CC=1,O=C1C=CC=CC=C1,Valid
1187,3,Thiocarbonyl_group,C=S,C=S,Valid
1188,3,Enamine_like,C=[NH],C=N,Valid
1189,14,Trifluroacetate_amide,FC(F)(F)C(=O)N,NC(=O)C(F)(F)F,Valid
1190,4,Triple_bond,[#6]C#[CH],CC#C,Valid
1191,15,Oxy-amide,[#6]C(=O)!@C!@C(=O)N,CC(=O)~C~C(N)=O,Valid
1192,12,Pyranone,O=C1C=COC=C1,O=C1C=COC=C1,Valid
1193,17,Coumarin,c1cc2C=CC(=O)Oc2cc1,O=C1C=Cc2ccccc2O1,Valid
1194,8,Aminothiazole,s1ccnc1[N!H0],Nc1nccs1,Valid
1195,9,Thiazolidinone,O=C1CSCN1,O=C1CSCN1,Valid
1196,14,Thiomorpholinedione,N1C(=O)CSCC1=O,O=C1CSCC(=O)N1,Valid
1197,12,Oxepine,O1C=CC=CC=C1,C1=CC=COC=C1,Valid
1198,15,Phenylethene,c1ccccc1!@[CH]=!@[C!H0],C=[CH]~c1ccccc1,Valid
1199,3,Ethene,C=[CH2],C=C,Valid
1200,7,Cyclobutene,C1CC=C1,C1CC=C1,Valid
1201,1,Metal_carbon_bond,"[#6;$([#6]~[#3,#11,#12,#13,#19,#20,#26,#27,#28,#29,#30])]",C,Valid
1202,17,Aromatic_N-oxide_more_than_one,[n+][O-X1].[n+][O-X1],[n+][O-].[n+][O-],Valid
1203,21,Nitro_more_than_one,[N+](=O)[O-].[N+](=O)[O-],O=[N+][O-].O=[N+][O-],Valid
1204,4,Sulphur atom (1),[SX2H1],[SH],Valid
1205,1,Sulphur atom (6),[sX2r5],s,Valid
1206,1,sp3 hybridized carbon atoms (10),"[CX4;CH1,CH2;!$([CX4][NX3H1][C]=[O])]",C,Valid
1207,1,sp3 hybridized carbon atoms (11),[CX4H3;!$([CX4][NX3H1][C]=[O])],C,Valid
1208,1,Nitrogen atoms (7),[nr5H0],n,Valid
1209,27,SA01,[#6]-1-[#6]-[#6]-[#6]-4-[#6](-[#6]-1)-[#6]-2-[#6](-[#6]-3-[#6](-[#6]-[#6]-2)-[#6]-[#6]-[#6]-3)-[#6]-[#6]-4,C1CCC2C(C1)CCC1C3CCCC3CCC21,Valid
1210,16,SA03,c1cc-2c(cc1)-[#6]-[#6]-[#6](-[#6]-2-[#6])-[#6],CC1CCc2ccccc2C1C,Valid
1211,25,SA04,c1cc(ccc1)-[#6]=[#6]-c2ccc(cc2)-[#8]-[#1],[H]Oc1ccc(C=Cc2ccccc2)cc1,Valid
1212,24,SA05,c1cc(ccc1)-[#6]-[#6]-c2ccc(cc2)-[#8]-[#1],[H]Oc1ccc(CCc2ccccc2)cc1,Valid
1213,31,SA07,c1cc(ccc1)-[#6](=[#6]-c2ccccc2)-c3ccccc3,c1ccc(C=C(c2ccccc2)c2ccccc2)cc1,Valid
1214,25,SA11,[#6]-2(=[#6]-c1ccccc1-[#8]-[#6]-2=[#8])-c3ccccc3,O=C1Oc2ccccc2C=C1c1ccccc1,Valid
1215,24,SA12b,[#8]=[#6](-c1ccccc1)-[#6]=[#6]-c2ccccc2,O=C(C=Cc1ccccc1)c1ccccc1,Valid
1216,27,SA15c,c1cc(ccc1-[#8]-[#1])-[#6](-c2ccccc2)=[#8],[H]Oc1ccc(C(=O)c2ccccc2)cc1,Valid
1217,27,SA16,c1cc(ccc1)-[#6](-c2ccccc2)=[#6](-[Cl])-[Cl],ClC(Cl)=C(c1ccccc1)c1ccccc1,Valid
1218,20,SA17,c1cc(ccc1)-[#6](-c2ccccc2)-[#6],CC(c1ccccc1)c1ccccc1,Valid
1219,19,SA18,c1c(cccc1)-c2ccccc2,c1ccc(-c2ccccc2)cc1,Valid
1220,19,SA19,c1c(cccc1)-c2ccccc2-[Cl],Clc1ccccc1-c1ccccc1,Valid
1221,23,SA20c,c1c(cccc1)-c2ccc(cc2)-[#8]-[#1],[H]Oc1ccc(-c2ccccc2)cc1,Valid
1222,22,SA21,c1cc-3c(cc1)-[#8]-c2ccccc2-[#8]-3,c1ccc2c(c1)Oc1ccccc1O2,Valid
1223,22,SA23,c1cc(c(cc1)-[#6](=[#8])-[#8]-[#6])-[#6](-[#8]-[#6])=[#8],COC(=O)c1ccccc1C(=O)OC,Valid
1224,21,SA24,c1c(ccc(c1)-[#8]-[#1])-[#6](-[#8]-[#6])=[#8],[H]Oc1ccc(C(=O)OC)cc1,Valid
1225,16,SA25c,[#8](-[#6])-c1ccc(cc1)-[#8]-[#1],[H]Oc1ccc(OC)cc1,Valid
1226,27,SA30a,c1cc(ccc1-[Cl])-[#8]-c2ccc(cc2-[Cl])-[Cl],Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,Valid
1227,32,SA30b,c1cc(ccc1-[#7](=[#8])=[#8])-[#8]-c2ccc(cc2-[Cl])-[Cl],O=N(=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,Valid
1228,34,SA31c,c1cc(ccc1-[#8]-[#1])-[#6]-[#7]-3-[#6](-c2ccccc2-[#6]-3=[#8])=[#8],[H]Oc1ccc(CN2C(=O)c3ccccc3C2=O)cc1,Valid
1229,20,SA32a,c1cc(ccc1)-[#8]-[P](=[#8])(-[#8]-[#6])-[#8]-[#6],COP(=O)(OC)Oc1ccccc1,Valid
1230,20,SA32b,c1cc(ccc1)-[#8]-[P](=[#16])(-[#8]-[#6])-[#8]-[#6],COP(=S)(OC)Oc1ccccc1,Valid
1231,16,SA34a,[#8](-[#1])-c1ccc(cc1)-[#6]-[#6],[H]Oc1ccc(CC)cc1,Valid
1232,22,SA34d,[#8](-[#1])-c1ccc(cc1)-[#6](-[#6])(-[#6])-[#6],[H]Oc1ccc(C(C)(C)C)cc1,Valid
1233,22,SA35,c12ccc3c(c1cccc2)cccc3,c1ccc2c(c1)ccc1ccccc12,Valid
1234,21,SA37,c1c(cccc1)-[#7]-2-[#6](=[#8])-[#6]-[#6]-[#6]-2=[#8],O=C1CCC(=O)N1c1ccccc1,Valid
1235,14,SA38,[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1,C1CCCCCCCCCCC1,Valid
1236,17,SA39,[#6]-[#6]-[#6]-[#6]-[#6]-c1cccc(c1)-[#8]-[#6],CCCCCc1cccc(OC)c1,Valid
1237,17,SA40,[#6]-[#6]-[#6]-[#6]-[#6]-c1ccc(cc1)-[#8]-[#6],CCCCCc1ccc(OC)cc1,Valid
1238,32,SA41,c1c(cccc1-[#6](-[F])(-[F])-[F])-[#7](-[#6](=[#8])-[#1])-[#1],[H]C(=O)N([H])c1cccc(C(F)(F)F)c1,Valid
1239,20,SA43,c1c(cccc1)-[#6]-[#8]-c2ccccc2,c1ccc(COc2ccccc2)cc1,Valid
1240,12,SA46,[#6]-1-2-[#6]=[#6]-[#6](-[#6]-1)-[#6]-[#6]-2,C1=CC2CCC1C2,Valid
1241,11,SA47,[#6]-1-2-[#6]-[#6]-[#6](-[#6]-1)-[#6]-[#6]-2,C1CC2CCC1C2,Valid
1242,19,SA48,c1(c(cccc1)-[#8]-c2ccccc2)-[Br],Brc1ccccc1Oc1ccccc1,Valid
1243,15,SA49,c1-2c(cccc1)-[#6]-[#6]-[#6]-2,c1ccc2c(c1)CCC2,Valid
1244,6,Primary amines (strict),"[NX3H2][CX4&!$([CX4]([NH2])[O,N,S,P])]",C[NH2],Valid
